County,Population,Population-growth,Population-density,Income-per-capita,White-not-hispanic-population-percentage,Percent-of-people-25-years-and-over-with-bachelors-degree-or-higher,class
"Box Elder, utah",51518,3.1,8.7,21720,87.5,21.2,Trump
"Cache, utah",118343,5,96.7,20074,84.8,36.9,Trump
"Carbon, utah",20660,-3.5,14.5,20155,83.4,12.6,Trump
"Daggett, utah",1117,5.3,1.5,22811,93,18.8,Trump
"Davis, utah",329692,7.6,1025.8,26035,85.1,34.1,Trump
"Duchesne, utah",20380,9.5,5.7,23411,85.5,16,Trump
"Emery, utah",10631,-3.1,2.5,20137,91.4,12.5,Trump
"Garfield, utah",5024,-2.9,1,21989,90.5,20.1,Trump
"Grand, utah",9429,2.2,2.5,23558,83.5,25.2,Trump
"Iron, utah",47269,2.4,14,17839,86.6,26.4,Trump
"Juab, utah",10486,2.3,3,18108,92.8,14.6,Trump
"Kane, utah",7254,1.8,1.8,24154,92,25.3,Trump
"Millard, utah",12606,0.8,1.9,19972,83.9,19,Trump
"Morgan, utah",10608,12,15.5,26274,95.3,33.4,Trump
"Piute, utah",1484,-4.7,2.1,16959,90.1,17,Trump
"Rich, utah",2293,1.3,2.2,24258,94,17,Trump
"Salt Lake, utah",1091742,6,1387.1,26103,73.2,31,Clinton
"San Juan, utah",15251,3.4,1.9,15476,46.9,18.4,Trump
"Sanpete, utah",28477,2.4,17.5,17811,86.3,20.8,Trump
"Sevier, utah",20773,-0.1,10.9,19115,92.3,16.4,Trump
"Summit, utah",39105,7.7,19.4,42462,85.2,48.7,Clinton
"Tooele, utah",61598,5.8,8.4,22252,83.7,20.4,Trump
"Uintah, utah",36867,13.1,7.3,23805,82.1,16.2,Trump
"Utah, utah",560974,8.6,257.8,20774,83.6,36.5,Trump
"Wasatch, utah",27714,17.8,20,25777,84.4,33.4,Trump
"Washington, utah",151948,10,56.9,21472,85.4,26.4,Trump
"Wayne, utah",2723,-2,1.1,19858,91.9,25.2,Trump
"Weber, utah",240475,4,401.4,23106,77.4,22.7,Trump
"Addison, vermont",37009,0.5,48,28722,93.7,35.6,Clinton
"Bennington, vermont",36445,-1.8,55,29196,95.1,32.3,Clinton
"Caledonia, vermont",30981,-0.8,48.1,23584,95.4,26.6,Clinton
"Chittenden, vermont",160531,2.5,291.7,33281,90.5,47.4,Clinton
"Essex, vermont",6125,-2.9,9.5,20887,96,14.7,Trump
"Franklin, vermont",48642,1.9,75.3,27398,94.5,23.7,Clinton
"Grand Isle, vermont",6994,0.3,85.2,33159,93.9,30.3,Clinton
"Lamoille, vermont",25082,2.5,53.3,27157,95,36.4,Clinton
"Orange, vermont",28859,-0.3,42.1,27289,95.9,29.9,Clinton
"Orleans, vermont",27082,-0.5,39.3,22303,95.7,21.3,Clinton
"Rutland, vermont",60086,-2.5,66.3,26205,96,28,Clinton
"Washington, vermont",58998,-0.9,86.6,29761,94.5,38.1,Clinton
"Windham, vermont",43714,-1.8,56.7,28867,93.8,33.5,Clinton
"Windsor, vermont",56014,-1.2,58.5,30932,95.3,34,Clinton
"Accomack, virginia",33021,-0.4,73.8,22703,61.1,17.2,Trump
"Albemarle, virginia",104489,5.5,137.3,37239,77.8,52.2,Clinton
"Alexandria city, virginia",150575,7.5,9314.3,54608,52.4,61.4,Clinton
"Alleghany, virginia",15820,-2.7,36.5,24162,91.8,16.4,Trump
"Amelia, virginia",12855,1.3,35.7,25100,72.7,14,Trump
"Amherst, virginia",32041,-1,68.3,22580,75.8,17.4,Trump
"Appomattox, virginia",15279,2,44.9,23636,76.7,15,Trump
"Arlington, virginia",226908,9.3,7993.6,62018,63.6,71.7,Clinton
"Augusta, virginia",73862,0.2,76.3,25519,91.7,19.9,Trump
"Bath, virginia",4563,-3.5,8.9,28704,92.3,20.2,Trump
"Bedford, virginia",76583,2.3,91.2,28697,89.6,25,Trump
"Bland, virginia",6625,-2.9,19.1,18501,94.7,14.7,Trump
"Botetourt, virginia",33100,-0.1,61.2,32490,93.4,24.9,Trump
"Bristol city, virginia",17184,-3.7,1370.6,18820,89.6,19.6,Trump
"Brunswick, virginia",16498,-5.4,30.8,16060,40.8,12.2,Clinton
"Buchanan, virginia",23106,-4.1,47.9,17489,95.6,8.3,Trump
"Buckingham, virginia",16913,-1.3,29.6,17167,61,11.9,Trump
"Buena Vista city, virginia",6603,-0.7,991.9,18453,88.8,14.9,Trump
"Campbell, virginia",54885,0.1,108.8,23231,80.8,17.1,Trump
"Caroline, virginia",29778,4.3,54.1,25718,63.8,16.8,Trump
"Carroll, virginia",29621,-1.4,63.3,19385,94.9,12.8,Trump
"Charles City, virginia",7023,-3.2,39.7,26198,41.2,13.9,Clinton
"Charlotte, virginia",12225,-2.8,26.5,18762,66.9,15.6,Trump
"Charlottesville city, virginia",45593,5,4246.4,27268,66.5,49.9,Clinton
"Chesapeake city, virginia",233371,5,652,29905,59.4,29.3,Trump
"Chesterfield, virginia",332499,5.1,747.1,32572,63.8,36.3,Trump
"Clarke, virginia",14423,2.8,79.7,38748,87.5,31.3,Trump
"Colonial Heights city, virginia",17731,1.8,2315.3,27610,77.2,20.5,Trump
"Covington city, virginia",5802,-2.6,1090.2,20160,81,8.3,Trump
"Craig, virginia",5234,1.2,15.7,21498,97.8,14.6,Trump
"Culpeper, virginia",49166,5.3,123.1,27379,71.7,22.6,Trump
"Cumberland, virginia",9827,-2.3,33.8,21540,63,14,Trump
"Danville city, virginia",42444,-1.4,1002.8,19626,45.3,17.2,Clinton
"Dickenson, virginia",15308,-3.7,48.1,18215,98.1,10.5,Trump
"Dinwiddie, virginia",27859,-0.5,55.6,23781,62.8,12.8,Trump
"Emporia city, virginia",5462,-7.8,859.7,19710,29.8,16,Clinton
"Essex, virginia",11103,-0.4,43.4,21532,55.1,14.7,Trump
"Fairfax, virginia",1137538,5.2,2766.8,50532,52.7,58.6,Clinton
"Fairfax city, virginia",24483,8.6,3616.8,44345,60.3,51.9,Clinton
"Falls Church city, virginia",13601,10.7,6169.1,59088,72.6,74.4,Clinton
"Fauquier, virginia",68248,4.6,100.7,39600,81.3,33.2,Trump
"Floyd, virginia",15578,1.9,40.2,21816,93.9,16,Trump
"Fluvanna, virginia",26092,1.5,89.8,30881,78.7,28.8,Trump
"Franklin, virginia",56358,0.3,81.3,24557,87.3,19.1,Trump
"Franklin city, virginia",8526,-0.4,1045.8,19588,38.5,20.6,Clinton
"Frederick, virginia",82377,5.2,189.4,30112,85.3,27.5,Trump
"Fredericksburg city, virginia",28350,18,2326.2,27222,59.6,35.1,Clinton
"Galax city, virginia",7014,-0.4,854.6,21769,77.6,14.5,Trump
"Giles, virginia",16815,-2.7,48.6,23485,95.5,16.6,Trump
"Gloucester, virginia",37141,0.8,169.2,28673,85.5,22,Trump
"Goochland, virginia",21936,1.1,77.2,45039,77.2,38,Trump
"Grayson, virginia",15093,-2.8,35.1,20591,93.8,10.9,Trump
"Greene, virginia",19031,3.4,117.8,26998,85,24.1,Trump
"Greensville, virginia",11681,-4.6,41.5,16380,37.7,7.2,Clinton
"Halifax, virginia",35200,-2.9,44.3,20929,60,15.2,Trump
"Hampton city, virginia",136879,-0.5,2673.2,25247,40.5,22.5,Clinton
"Hanover, virginia",101918,2.1,213.1,33540,84.9,35.5,Trump
"Harrisonburg city, virginia",52478,7.3,2808.2,17080,69,35.1,Clinton
"Henrico, virginia",321924,4.9,1313.4,33115,55.6,39.7,Clinton
"Henry, virginia",52081,-3.8,141.6,19852,70.8,11.2,Trump
"Highland, virginia",2248,-3.1,5.6,26372,97.5,20.9,Trump
"Hopewell city, virginia",22196,-1.7,2198,20388,51.4,10.2,Clinton
"Isle of Wight, virginia",36007,2.1,111.8,30903,70.6,25.5,Trump
"James City, virginia",72583,7.7,470.4,39133,76.3,45.8,Trump
"King and Queen, virginia",7175,3.3,22,23868,65.8,14.1,Trump
"King George, virginia",25371,7.6,131.3,34234,74.2,31.1,Trump
"King William, virginia",16186,1.6,58.2,26940,76.2,19.2,Trump
"Lancaster, virginia",11044,-3.1,85.5,30737,68.5,28.3,Trump
"Lee, virginia",24951,-2.5,58.8,16664,93,11.7,Trump
"Lexington city, virginia",7311,3.9,2820.2,14763,82,41.7,Clinton
"Loudoun, virginia",363050,16.2,605.8,46565,60.1,57.9,Clinton
"Louisa, virginia",34348,3.4,66.8,26956,77.7,18.8,Trump
"Lunenburg, virginia",12466,-3.5,29.9,17630,60.3,11.9,Trump
"Lynchburg city, virginia",79047,4.5,1538.2,21440,63.1,31.2,Trump
"Madison, virginia",13157,-1.1,41.5,27296,85.3,21.8,Trump
"Manassas city, virginia",42081,11.2,3827.6,28752,44.7,28.7,Clinton
"Manassas Park city, virginia",15174,6.6,5632.6,26944,39.4,26,Clinton
"Martinsville city, virginia",13711,-0.8,1261.5,19900,48,16.7,Clinton
"Mathews, virginia",8836,-1.6,104.5,31342,86.5,27.2,Trump
"Mecklenburg, virginia",31192,-4.7,52.3,20056,59.9,13.7,Trump
"Middlesex, virginia",10696,-2.4,84.1,30531,77.8,27.4,Trump
"Montgomery, virginia",97244,3,243.9,23548,85.3,42.4,Clinton
"Nelson, virginia",14850,-1.1,31.9,26059,81.7,26.7,Trump
"New Kent, virginia",20021,8.6,87.9,32068,80,23.2,Trump
"Newport News city, virginia",182965,1.1,2630,25310,45.4,23.9,Clinton
"Norfolk city, virginia",245428,1.1,4486.4,24659,44.3,25.3,Clinton
"Northampton, virginia",12121,-2.2,58.5,23473,54.1,20.2,Clinton
"Northumberland, virginia",12251,-0.6,64.5,28568,70.2,22.1,Trump
"Norton city, virginia",4031,2.2,529.1,22699,86.7,20.5,Trump
"Nottoway, virginia",15579,-1.7,50.4,19337,55.2,12,Trump
"Orange, virginia",35026,4.8,98.2,27655,79.5,22.2,Trump
"Page, virginia",23848,-0.9,77.3,22355,94.6,11.4,Trump
"Patrick, virginia",18264,-1.2,38.3,18860,89.9,10.7,Trump
"Petersburg city, virginia",32701,0.9,1413.7,18936,15.9,14.9,Clinton
"Pittsylvania, virginia",62383,-1.7,65.5,21583,74.3,13.7,Trump
"Poquoson city, virginia",12048,-0.9,793.2,38444,92.6,37.2,Trump
"Portsmouth city, virginia",96004,0.5,2838.8,23138,39.7,19.5,Clinton
"Powhatan, virginia",28449,1.4,107.8,31252,83.3,27.6,Trump
"Prince Edward, virginia",23074,-1.2,66.8,17208,62.4,21.9,Clinton
"Prince George, virginia",37333,4.5,134.7,24434,56.5,17.9,Trump
"Prince William, virginia",446094,11,1195,37401,46.7,38.1,Clinton
"Pulaski, virginia",34322,-1.5,109,23987,91.2,16.2,Trump
"Radford city, virginia",17646,7.5,1662.1,16181,83.8,32.1,Clinton
"Rappahannock, virginia",7361,-1.9,27.7,36505,89,32.4,Trump
"Richmond, virginia",8902,-3.8,48.3,20875,61.2,12.3,Trump
"Richmond city, virginia",217853,6.7,3414.7,27184,40.1,34.8,Clinton
"Roanoke, virginia",93785,1.5,368.7,31728,87.3,33.1,Trump
"Roanoke city, virginia",99428,2.6,2279.8,23295,61.3,23.6,Clinton
"Rockbridge, virginia",22327,0.1,37.3,25638,93.4,23.2,Trump
"Rockingham, virginia",78171,2.4,89.9,27298,90.3,23.4,Trump
"Russell, virginia",28023,-3,61,19735,97.1,10.5,Trump
"Salem city, virginia",25483,2.6,1717.9,26661,86.2,30.8,Trump
"Scott, virginia",22384,-3.4,43.3,21485,96.9,10.9,Trump
"Shenandoah, virginia",43021,2.4,82.5,25134,89.3,19.8,Trump
"Smyth, virginia",31555,-2,71.4,20837,94.5,15,Trump
"Southampton, virginia",18059,-2.9,31,22433,60.4,13.6,Trump
"Spotsylvania, virginia",129188,5.3,304.9,31360,71,28.2,Trump
"Stafford, virginia",139992,8.6,479.5,36574,66,36.2,Trump
"Staunton city, virginia",24538,3.3,1188.8,24753,81.8,28,Clinton
"Suffolk city, virginia",86806,2.6,211.4,29135,50.1,26.2,Clinton
"Surry, virginia",6790,-3.9,25.3,22600,51.5,16.7,Clinton
"Sussex, virginia",11767,-2.6,24.7,16546,38.8,10.3,Clinton
"Tazewell, virginia",43452,-3.6,86.9,21358,93.9,12.9,Trump
"Virginia Beach city, virginia",450980,3,1758.9,31934,63.4,32.9,Trump
"Warren, virginia",38987,4.2,176,28889,87.8,20.5,Trump
"Washington, virginia",54729,-0.3,97.8,25109,95.8,22.3,Trump
"Waynesboro city, virginia",21366,1.6,1396.8,22872,78.2,19.1,Trump
"Westmoreland, virginia",17477,0.1,76.1,25245,63.6,14.9,Trump
"Williamsburg city, virginia",14691,7.4,1559.3,23127,69.9,49.8,Clinton
"Winchester city, virginia",27543,5.1,2838,26060,68.3,28.6,Clinton
"Wise, virginia",39935,-3.7,102.8,19107,92,13.1,Trump
"Wythe, virginia",29121,-0.4,63.3,23219,94.2,15,Trump
"York, virginia",66342,1.8,624.8,36373,73,42,Trump
"Adams, washington",19179,2.4,9.7,16940,36.2,14,Trump
"Asotin, washington",22189,2.6,34,24659,91.3,17.8,Trump
"Benton, washington",186486,6.5,103,28583,72.9,28.9,Trump
"Chelan, washington",74588,2.9,24.8,25893,69,23.9,Trump
"Clallam, washington",72715,1.8,41.1,25865,83.8,24.2,Trump
"Clark, washington",451008,6,676.2,27681,80.5,26,Clinton
"Columbia, washington",3985,-2.3,4.7,23814,89,17.2,Trump
"Cowlitz, washington",102133,-0.3,89.8,23557,85,15.4,Trump
"Douglas, washington",39804,3.6,21.1,22467,66.1,17.3,Trump
"Ferry, washington",7667,1.5,3.4,20052,74.2,16.1,Trump
"Franklin, washington",87809,12.3,62.9,19503,42.6,15,Trump
"Garfield, washington",2215,-2.3,3.2,26954,92.1,22.7,Trump
"Grant, washington",93147,4.5,33.3,19738,56.2,14.6,Trump
"Grays Harbor, washington",70818,-2.7,38.3,21828,80.2,14.1,Trump
"Island, washington",79275,1,376.6,30941,81.2,31.7,Clinton
"Jefferson, washington",30228,1.2,16.6,28266,88.7,36.5,Clinton
"King, washington",2079967,7.7,912.9,39911,63.2,46.6,Clinton
"Kitsap, washington",254183,1.2,635.9,31769,78,29.5,Clinton
"Kittitas, washington",42522,3.9,17.8,22796,84.9,33.6,Trump
"Klickitat, washington",20861,2.7,10.9,22229,82.3,19.5,Trump
"Lewis, washington",75128,-0.4,31.4,22212,84.9,14,Trump
"Lincoln, washington",10250,-3,4.6,25816,91.9,20.3,Trump
"Mason, washington",60711,0,63.3,23542,82,17.3,Trump
"Okanogan, washington",41290,0.4,7.8,20735,66.8,16.5,Trump
"Pacific, washington",20561,-1.7,22.4,23888,83.2,17.8,Trump
"Pend Oreille, washington",12985,-0.1,9.3,23167,89.2,17.8,Trump
"Pierce, washington",831928,4.6,476.3,28223,69,24,Clinton
"San Juan, washington",16015,1.6,90.7,37719,89.6,45.1,Clinton
"Skagit, washington",120365,3,67.5,27065,75.8,23.6,Clinton
"Skamania, washington",11340,2.5,6.7,28449,88.6,20.8,Trump
"Snohomish, washington",759583,6.5,341.8,31349,72.8,28.9,Clinton
"Spokane, washington",484318,2.8,267.2,25661,86,28.4,Trump
"Stevens, washington",43650,0.3,17.6,21986,87.2,18.6,Trump
"Thurston, washington",265851,5.4,349.4,29744,77.1,32.3,Clinton
"Wahkiakum, washington",4067,2.2,15.1,22334,91,14.3,Trump
"Walla Walla, washington",59844,1.8,46.3,23809,72.9,26,Trump
"Whatcom, washington",208351,3.6,95.5,26530,80.4,31.9,Clinton
"Whitman, washington",46827,4.6,20.7,21208,80.7,48.9,Clinton
"Yakima, washington",247687,1.8,56.6,19433,45.7,15.5,Trump
"Barbour, west-virginia",16766,1.1,48.6,17876,96.2,11.5,Trump
"Berkeley, west-virginia",110497,6.1,324.4,26264,85.3,19.8,Trump
"Boone, west-virginia",23714,-3.7,49.1,21627,97.9,8.5,Trump
"Braxton, west-virginia",14463,-0.4,28.4,18635,97.5,11.2,Trump
"Brooke, west-virginia",23530,-2.2,269.8,22815,96.1,17,Trump
"Cabell, west-virginia",97109,0.8,342.8,23647,90.3,25.8,Trump
"Calhoun, west-virginia",7513,-1.5,27.3,18053,97.1,10.2,Trump
"Clay, west-virginia",8941,-4.7,27.5,16740,97.9,8.1,Trump
"Doddridge, west-virginia",8391,2.3,25.7,17334,96,12.4,Trump
"Fayette, west-virginia",45132,-2,69.6,18685,92.7,11.6,Trump
"Gilmer, west-virginia",8618,-0.9,25.7,17870,79.4,16.6,Trump
"Grant, west-virginia",11687,-2.1,25,20193,96.8,10.9,Trump
"Greenbrier, west-virginia",35450,-0.1,34.8,21720,93.6,17.1,Trump
"Hampshire, west-virginia",23483,-2,37.4,17734,96.2,8.2,Trump
"Hancock, west-virginia",30112,-1.8,371.3,23261,94.5,15.7,Trump
"Hardy, west-virginia",13923,-0.7,24.1,19032,92.1,9.5,Trump
"Harrison, west-virginia",68761,-0.5,166.1,23309,94.6,19.8,Trump
"Jackson, west-virginia",29126,-0.3,62.9,22527,97.4,15.8,Trump
"Jefferson, west-virginia",55713,4.1,255.2,29605,83.8,27.6,Trump
"Kanawha, west-virginia",190223,-1.5,214.1,28174,88.1,25,Trump
"Lewis, west-virginia",16414,0.3,42.5,21175,96.9,15.6,Trump
"Lincoln, west-virginia",21561,-0.7,49.7,18458,98.2,8.2,Trump
"Logan, west-virginia",35348,-3.8,81,19901,95.9,9.2,Trump
"Marion, west-virginia",56803,0.7,182.7,23229,93.1,20.3,Trump
"Marshall, west-virginia",32416,-2.1,108.4,24329,96.8,14.2,Trump
"Mason, west-virginia",27016,-1.1,63.4,20622,96.9,10,Trump
"McDowell, west-virginia",20448,-7.5,41.5,14093,89,5.8,Trump
"Mercer, west-virginia",61785,-0.8,148.6,20391,90.6,17.7,Trump
"Mineral, west-virginia",27578,-2.2,86.1,19788,94.2,13.2,Trump
"Mingo, west-virginia",25716,-4.2,63.4,20609,96.2,10.7,Trump
"Monongalia, west-virginia",103463,7.6,267.1,25846,89.3,38.1,Trump
"Monroe, west-virginia",13582,0.6,28.6,20294,96.7,13.7,Trump
"Morgan, west-virginia",17453,-0.5,76.6,22312,96.2,15.8,Trump
"Nicholas, west-virginia",25827,-1.5,40.6,23209,97.4,14.1,Trump
"Ohio, west-virginia",43328,-2.5,420,26135,92.6,29.1,Trump
"Pendleton, west-virginia",7371,-4.2,11.1,21253,94.8,13,Trump
"Pleasants, west-virginia",7634,0.4,58.5,21312,96.4,10.5,Trump
"Pocahontas, west-virginia",8662,-0.7,9.3,20373,96.1,16.4,Trump
"Preston, west-virginia",33788,0.8,51.7,21457,96.7,12.6,Trump
"Putnam, west-virginia",56770,2.3,160.5,27957,95.8,24,Trump
"Raleigh, west-virginia",78241,-0.8,130.3,21837,87.7,17,Trump
"Randolph, west-virginia",29429,0.1,28.3,19595,96.2,19.1,Trump
"Ritchie, west-virginia",10011,-4.2,23.1,17843,97.8,10.6,Trump
"Roane, west-virginia",14664,-1.8,30.9,17341,97.3,10.3,Trump
"Summers, west-virginia",13417,-3.7,38.6,17416,91.5,12.7,Trump
"Taylor, west-virginia",17069,1,97.8,20848,96.3,15.5,Trump
"Tucker, west-virginia",6927,-3,17,21126,97.5,15.4,Trump
"Tyler, west-virginia",9098,-1.2,35.9,20704,98,9.4,Trump
"Upshur, west-virginia",24731,2,68.4,19498,96.4,15.4,Trump
"Wayne, west-virginia",41122,-3.2,84,19497,97.6,11.5,Trump
"Webster, west-virginia",8834,-3.5,16.5,17937,97.7,8.6,Trump
"Wetzel, west-virginia",15988,-3.6,46.3,21653,97.8,10.2,Trump
"Wirt, west-virginia",5845,2.2,24.6,21852,97.3,10.9,Trump
"Wood, west-virginia",86237,-0.8,237.4,24042,95.6,18.4,Trump
"Wyoming, west-virginia",22598,-5.1,47.6,18377,97.5,8.7,Trump
"Adams, wisconsin",20215,-3.2,32.3,22196,90.7,12.1,Trump
"Ashland, wisconsin",16103,-0.3,15.5,21115,83.5,21.7,Clinton
"Barron, wisconsin",45455,-0.9,53.2,23337,94.1,16.2,Trump
"Bayfield, wisconsin",14985,-0.2,10.2,25377,85.4,28.5,Clinton
"Brown, wisconsin",256670,3.5,468.2,27787,82.7,26.8,Trump
"Buffalo, wisconsin",13188,-2.9,20.2,24500,96.4,17.2,Trump
"Burnett, wisconsin",15328,-0.8,18.8,22843,90.4,16.7,Trump
"Calumet, wisconsin",49491,1.1,153.9,28907,91.9,27.6,Trump
"Chippewa, wisconsin",63460,1.5,61.9,24628,94.3,18.6,Trump
"Clark, wisconsin",34423,-0.8,28.7,20754,93.8,11.6,Trump
"Columbia, wisconsin",56615,-0.4,74.2,28273,93.8,21.3,Trump
"Crawford, wisconsin",16392,-1.5,29.2,22549,95.6,15.4,Trump
"Dane, wisconsin",516284,5.8,407.7,33712,81.1,46.6,Clinton
"Dodge, wisconsin",88574,-0.2,101.4,24573,90.9,15.8,Trump
"Door, wisconsin",27766,-0.1,57.6,30657,94.6,29,Trump
"Douglas, wisconsin",43698,-1,33.9,25129,92.1,21.7,Clinton
"Dunn, wisconsin",44305,1,51.6,22499,93.5,24.7,Trump
"Eau Claire, wisconsin",101564,2.7,154.8,25287,91.4,31,Clinton
"Florence, wisconsin",4481,1.3,9.1,22434,96.3,14.5,Trump
"Fond du Lac, wisconsin",101759,0.1,141.2,26368,91.1,20,Trump
"Forest, wisconsin",9127,-1.9,9.2,20462,80.9,12.2,Trump
"Grant, wisconsin",51829,1.2,44.7,21705,95.8,19.1,Trump
"Green, wisconsin",37063,0.6,63.1,27060,94.9,20.6,Clinton
"Green Lake, wisconsin",18836,-1.1,54.5,25275,93.3,16.6,Trump
"Iowa, wisconsin",23825,0.6,31.1,26625,96.3,21.7,Clinton
"Iron, wisconsin",5917,0,7.8,23324,96.8,20.8,Trump
"Jackson, wisconsin",20652,1,20.7,21849,86.8,14.8,Trump
"Jefferson, wisconsin",84395,0.9,150.4,25625,90.3,23,Trump
"Juneau, wisconsin",26395,-1,34.8,23343,92,12.4,Trump
"Kenosha, wisconsin",168068,1,611.9,26514,77.2,23.2,Trump
"Kewaunee, wisconsin",20444,-0.6,60.1,25282,95.6,13.5,Trump
"La Crosse, wisconsin",118011,2.9,253.8,26271,90.7,29.9,Clinton
"Lafayette, wisconsin",16853,0.1,26.6,23483,94.8,16.5,Trump
"Langlade, wisconsin",19410,-2.8,22.9,22974,94.9,13.2,Trump
"Lincoln, wisconsin",28493,-0.9,32.7,24669,96,14.5,Trump
"Manitowoc, wisconsin",80160,-1.6,138.3,25825,91.8,18.7,Trump
"Marathon, wisconsin",135780,1.3,86.8,27607,89.6,22.2,Trump
"Marinette, wisconsin",41298,-1.1,29.8,23555,95.9,13.6,Trump
"Marquette, wisconsin",15050,-2.3,33.8,23490,94.5,12.9,Trump
"Menominee, wisconsin",4522,6.9,11.8,14710,11.6,15.8,Clinton
"Milwaukee, wisconsin",956406,0.9,3926,24295,53.4,28.1,Clinton
"Monroe, wisconsin",45379,1.6,49.6,23456,91.6,17.4,Trump
"Oconto, wisconsin",37417,-0.6,37.7,25941,95.6,14.9,Trump
"Oneida, wisconsin",35563,-1.2,32.3,27041,95.5,23.6,Trump
"Outagamie, wisconsin",182006,3,277.2,28186,88.8,26.4,Trump
"Ozaukee, wisconsin",87470,1.2,370.7,42041,92.7,44.9,Trump
"Pepin, wisconsin",7335,-1.8,32.2,24367,96.9,17.1,Trump
"Pierce, wisconsin",40958,-0.1,71.5,27462,95.1,25.7,Trump
"Polk, wisconsin",43437,-1.7,48.4,25751,95.6,19.3,Trump
"Portage, wisconsin",70482,0.7,87.4,24972,92.2,27.5,Clinton
"Price, wisconsin",13675,-3.4,11.3,23723,95.5,15.3,Trump
"Racine, wisconsin",195163,-0.1,587.7,27141,73.5,23,Trump
"Richland, wisconsin",17662,-2,30.7,22778,95.4,15,Trump
"Rock, wisconsin",161188,0.5,223.3,24094,83.9,19.4,Clinton
"Rusk, wisconsin",14333,-2.9,16.2,21004,96.1,14.3,Trump
"Sauk, wisconsin",63379,2.3,74.6,25988,91.7,21,Clinton
"Sawyer, wisconsin",16437,-0.7,13.2,23809,77.6,22,Trump
"Shawano, wisconsin",41579,-0.9,47,23500,87.3,15.3,Trump
"Sheboygan, wisconsin",115290,-0.2,225.9,26126,86.2,22.4,Trump
"St. Croix, wisconsin",86759,2.9,116.8,32220,94.6,33,Trump
"Taylor, wisconsin",20540,-0.7,21.2,23032,96.7,13.6,Trump
"Trempealeau, wisconsin",29509,2.4,39.3,25017,91.7,17.5,Trump
"Vernon, wisconsin",30362,2,37.6,22680,96.6,19.5,Trump
"Vilas, wisconsin",21398,-0.1,25,26252,86,24.1,Trump
"Walworth, wisconsin",103527,1.3,184.2,27130,85.9,26.2,Trump
"Washburn, wisconsin",15694,-1.4,20,24850,94.9,20.3,Trump
"Washington, wisconsin",133251,1,306.2,32020,93.7,27.6,Trump
"Waukesha, wisconsin",395118,1.3,709.4,37577,89.8,40.2,Trump
"Waupaca, wisconsin",52066,-0.7,70.1,25956,95,16.6,Trump
"Waushara, wisconsin",24178,-1.3,39.1,22888,90,14.3,Trump
"Winnebago, wisconsin",169511,1.5,384.3,26955,89.8,25.5,Trump
"Wood, wisconsin",73608,-1.5,94.2,25961,93.3,18.8,Trump
"Albany, wyoming",37811,4.2,8.5,24758,83.5,48,Trump
"Big Horn, wyoming",11930,2.2,3.7,25119,87.5,21.2,Trump
"Campbell, wyoming",48320,4.7,9.6,33850,87.7,18.8,Trump
"Carbon, wyoming",15854,-0.2,2,25947,78.2,17.7,Trump
"Converse, wyoming",14097,1.9,3.3,30941,88.8,18.8,Trump
"Crook, wyoming",7248,2.3,2.5,28212,93.8,20.9,Trump
"Fremont, wyoming",40703,1.4,4.4,24037,70.5,21.2,Trump
"Goshen, wyoming",13514,2,6,23475,86.5,20.5,Trump
"Hot Springs, wyoming",4816,0.1,2.4,26544,92,17.9,Trump
"Johnson, wyoming",8573,0,2.1,28072,91.6,26.6,Trump
"Laramie, wyoming",96389,4.9,34.2,28505,78.8,25.1,Trump
"Lincoln, wyoming",18567,2.5,4.4,25834,92.4,21,Trump
"Natrona, wyoming",81624,8.2,14.1,29877,86.8,22.3,Trump
"Niobrara, wyoming",2463,-0.8,0.9,26797,93,18.5,Trump
"Park, wyoming",28989,2.8,4.1,27824,90.1,27.8,Trump
"Platte, wyoming",8799,1.5,4.2,26335,89.2,23.2,Trump
"Sheridan, wyoming",30032,3.1,11.5,27948,91.4,27.4,Trump
"Sublette, wyoming",10057,-1.9,2.1,35944,88,23.3,Trump
"Sweetwater, wyoming",45010,2.7,4.2,30517,79.6,18.1,Trump
"Teton, wyoming",22930,7.7,5.3,43444,80.7,48.7,Clinton
"Uinta, wyoming",20904,-1,10.1,25513,87.5,18.9,Trump
"Washakie, wyoming",8322,-2.5,3.8,28308,82.6,23.6,Trump
"Weston, wyoming",7201,-0.1,3,28764,92.2,17.2,Trump
